REFERENCE,CHILD_DRIVE,BIRTHDAY,AGE,HOME_CHILDREN,JOB_TENURE,INCOME,HOME_VAL,MARITAL_STATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_COST,PTIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,CITY_RURAL
987573869,0,29-Mar-66,33,3,0,£0,"£69,361",Yes,F,<High School,Home Maker,23,Private,8670,7,SUV,0,0,No,2,0,,0,City
853903798,0,02-Dec-54,44,0,9,"£61,958","£169,904",Yes,M,High School,z_Blue Collar,57,Commercial,27120,1,Panel Truck,642,2,No,0,3367,10,1,City
559586671,2,31-Jul-54,45,2,14,,£0,Yes,M,Bachelors,Manager,28,Commercial,21910,13,Van,0,0,No,0,0,7,0,City
201120960,0,08-Apr-56,43,0,12,"£50,336","£208,832",Yes,F,Bachelors,z_Blue Collar,47,Commercial,10830,13,SUV,0,0,No,3,0,6,0,Rural
542113653,0,08-Jun-68,31,0,12,"£46,948",£0,No,F,Masters,,5,Private,29080,1,Minivan,0,0,No,0,0,,0,City
521446300,0,27-Jul-42,57,0,16,"£39,907","£211,914",Yes,F,<High School,z_Blue Collar,21,Private,11190,1,SUV,0,0,No,2,0,8,0,City
327262875,0,18-Jul-52,47,0,13,"£75,622","£231,137",Yes,F,High School,Manager,23,Private,13760,13,SUV,34545,1,No,4,0,7,0,City
976504645,0,07-Dec-67,31,1,10,"£8,247",£0,No,F,High School,Student,46,Commercial,5200,1,Sports Car,3068,2,No,5,3839,1,1,City
439350485,0,03-Feb-65,34,1,15,"£44,653",£0,Yes,F,High School,Student,16,Commercial,9370,6,Sports Car,4482,1,No,0,0,5,0,City
553347426,0,09-Oct-56,43,0,10,"£35,511","£146,094",Yes,M,High School,z_Blue Collar,23,Commercial,9350,4,Pickup,9981,2,No,3,0,1,0,City
364400616,0,13-Dec-58,40,0,7,"£52,898",£0,No,M,Bachelors,Manager,30,Private,10790,11,Pickup,5399,1,No,7,0,8,0,City
757021407,1,29-Sep-63,36,2,0,£0,£0,No,F,<High School,Student,29,Commercial,10910,17,Minivan,8255,3,No,0,0,4,0,Rural
13143183,0,24-Aug-44,55,0,12,"£111,708","£289,260",Yes,M,Masters,,5,Commercial,18080,4,Van,0,0,No,0,2901,1,1,City
711049110,0,13-Aug-48,51,0,11,"£118,786","£356,668",No,M,Masters,,29,Commercial,30480,1,Panel Truck,0,0,No,0,0,18,0,City
63596133,1,14-Sep-60,39,2,14,"£58,154","£209,875",Yes,M,Masters,,21,Commercial,25650,11,Panel Truck,0,0,No,0,0,5,0,City
589346561,0,14-Sep-44,55,1,16,"£97,765","£260,412",Yes,F,Masters,Manager,56,Private,26030,1,Minivan,23719,3,Yes,3,0,12,0,City
978850186,0,28-May-51,48,0,13,£312,"£90,611",Yes,F,<High School,Home Maker,30,Commercial,14770,6,Pickup,0,0,No,0,5544,1,1,City
756012616,0,29-Aug-55,44,0,14,"£67,071","£263,597",Yes,F,Bachelors,Home Maker,44,Private,16690,1,Sports Car,0,0,No,0,0,,0,Rural
616506994,0,20-Jun-31,68,0,10,"£76,821",£0,No,M,Masters,Lawyer,47,Private,15980,4,SUV,0,0,No,0,32687,15,1,Rural
393735825,0,08-Nov-52,47,0,13,"£109,533","£295,672",Yes,M,PhD,,38,Private,14730,4,Minivan,0,0,No,3,2819,,1,City
57026600,1,18-Sep-51,48,1,11,"£75,741","£223,047",No,F,Masters,Lawyer,43,Private,15190,13,SUV,0,0,No,3,5624,19,1,City
977647391,0,08-Jul-48,51,0,7,"£232,256","£580,469",Yes,M,PhD,,44,Commercial,32670,7,Panel Truck,14738,1,No,0,0,21,0,City
131864700,0,12-Nov-50,49,0,0,£0,£0,Yes,M,High School,Student,30,Commercial,19120,1,Van,3605,1,No,6,0,1,0,City
177140651,0,16-Oct-64,35,0,10,£367,£0,Yes,M,<High School,Student,25,Private,7360,6,Pickup,0,0,No,0,0,1,0,City
824829885,0,04-Jun-41,58,0,0,£0,"£103,318",Yes,F,Masters,Home Maker,49,Private,20710,1,Sports Car,8956,2,No,0,5829,1,1,City
316450995,0,01-Jul-61,38,0,5,"£29,879",£0,No,F,High School,Clerical,29,Private,19630,10,SUV,3587,2,No,5,0,7,0,City
943420759,0,13-May-54,45,0,9,"£22,741","£153,173",No,M,<High School,z_Blue Collar,34,Private,17940,13,Minivan,0,0,Yes,0,2113,1,1,City
31898590,0,19-May-49,50,0,9,,"£238,601",Yes,F,High School,z_Blue Collar,19,Commercial,20940,4,Pickup,8390,3,No,0,0,1,0,City
335621030,4,06-Nov-29,70,4,18,"£48,622","£169,995",Yes,F,Bachelors,Professional,23,Private,25640,1,SUV,24392,1,Yes,9,0,6,0,City
631490404,0,26-Nov-44,54,0,7,"£48,697","£221,884",No,M,Bachelors,Professional,10,Private,6900,4,Minivan,0,0,No,0,0,1,0,Rural
705048911,0,09-Oct-55,44,2,10,"£89,607","£265,085",No,F,Bachelors,z_Blue Collar,70,Commercial,26080,4,Pickup,0,0,No,0,0,4,0,Rural
641964700,0,20-Aug-59,40,1,13,"£20,676","£159,866",Yes,M,<High School,Clerical,5,Private,7570,7,Pickup,0,0,No,3,0,4,0,City
253645907,0,06-Mar-61,38,0,10,"£93,898",£0,No,F,Bachelors,Professional,52,Private,17350,3,SUV,0,0,No,0,0,1,0,Rural
952004858,0,03-Jan-51,48,0,15,"£67,876","£246,496",Yes,F,High School,z_Blue Collar,31,Commercial,6410,1,SUV,8268,3,No,3,2519,1,1,City
271597102,2,14-Jun-54,45,3,14,"£4,910",£0,Yes,F,<High School,Student,12,Private,17450,1,SUV,0,0,Yes,0,5404,1,1,City
384332699,1,27-Dec-53,45,2,15,"£64,916","£233,456",Yes,F,Bachelors,z_Blue Collar,57,Commercial,21270,1,Pickup,958,1,No,2,0,12,0,City
55823961,0,13-Jul-56,43,0,8,"£51,566","£177,589",Yes,M,High School,z_Blue Collar,31,Commercial,16010,1,Minivan,0,0,No,0,0,1,0,City
322057140,0,27-Aug-65,34,0,12,"£43,821","£207,085",Yes,M,<High School,z_Blue Collar,27,Private,9280,6,Minivan,0,0,No,0,0,5,0,Rural
29775028,0,16-Aug-51,48,0,14,"£54,691","£178,029",Yes,M,Masters,,21,Commercial,6970,5,Pickup,6124,1,No,3,0,13,0,City
936327467,2,17-Feb-58,41,3,14,"£56,820","£176,278",Yes,M,High School,z_Blue Collar,57,Commercial,11280,10,Pickup,0,0,No,0,0,6,0,City
885737455,0,31-Oct-36,63,0,15,"£26,921","£140,455",Yes,F,Bachelors,Manager,19,Private,13660,1,Sports Car,8255,2,No,0,0,11,0,City
71554646,0,30-May-54,45,0,14,"£238,874",£0,Yes,F,PhD,Manager,7,Private,8560,10,Sports Car,0,0,No,3,0,16,0,City
760837304,0,23-Aug-65,34,1,15,,£0,Yes,F,<High School,Student,24,Private,13630,12,SUV,17880,2,No,4,0,1,0,City
825087938,0,05-Aug-53,46,0,12,"£23,801","£119,823",Yes,M,Bachelors,Professional,49,Private,3880,10,Minivan,19005,3,Yes,2,0,12,0,City
762426213,0,26-Oct-45,54,0,12,"£53,099","£178,858",No,M,High School,Professional,58,Private,17230,9,Van,12797,3,No,0,1717,1,1,City
79969831,0,10-Jul-44,55,0,15,"£81,427",£0,No,F,Masters,Lawyer,7,Private,25160,3,Minivan,30500,2,Yes,3,0,17,0,City
175709207,0,21-Jan-42,57,0,14,"£89,632","£274,048",Yes,F,High School,z_Blue Collar,17,Commercial,28350,4,Minivan,0,0,No,0,0,6,0,Rural
358204102,0,01-Apr-46,53,0,14,"£62,731","£215,970",Yes,F,Masters,Lawyer,20,Private,24400,6,Minivan,5755,1,No,5,0,19,0,City
69484968,2,27-Jul-62,37,2,13,"£27,964","£126,335",No,F,<High School,Clerical,19,Private,9980,1,Minivan,6321,3,No,2,6974,8,1,City
660701779,0,27-Sep-58,41,0,11,"£54,113",£0,Yes,M,Bachelors,z_Blue Collar,14,Commercial,18330,1,Van,7147,3,No,5,0,10,0,City
459178398,0,03-Aug-58,41,2,16,"£66,119","£237,650",Yes,M,High School,z_Blue Collar,45,Commercial,19300,1,Minivan,5909,3,No,0,2939,,1,City
792867185,0,06-Apr-69,30,0,11,"£100,731","£290,163",No,M,Masters,,55,Private,13910,4,Minivan,0,0,No,0,0,14,0,City
918239888,0,03-Jun-42,57,0,13,"£119,975","£340,408",Yes,F,PhD,Doctor,40,Private,7200,4,SUV,0,0,Yes,2,0,13,0,City
4985089,0,25-Jul-47,52,0,14,"£86,469","£224,366",Yes,F,Bachelors,Professional,16,Private,26410,9,Minivan,0,0,Yes,0,0,17,0,City
213664755,0,31-Oct-59,40,0,12,"£9,984",£0,Yes,F,<High School,Student,41,Private,14610,4,SUV,0,0,No,0,0,1,0,City
376286092,0,06-Jul-60,39,0,0,£0,£0,Yes,M,High School,Student,34,Commercial,18770,1,Pickup,0,0,No,3,0,7,0,City
540719128,0,03-May-57,42,0,10,"£47,114",£0,No,M,Bachelors,Clerical,22,Commercial,10410,4,Pickup,0,0,No,7,26780,7,1,City
406648980,0,31-Mar-61,38,1,11,"£51,551","£180,789",Yes,F,Bachelors,z_Blue Collar,19,Private,5200,12,Sports Car,2605,1,No,0,3393,,1,City
704293126,0,09-Dec-40,58,0,16,,"£324,263",Yes,F,PhD,Doctor,55,Private,19750,1,SUV,0,0,No,0,0,14,0,City
974671350,0,18-Jun-68,31,1,7,£654,"£98,669",Yes,F,High School,Home Maker,25,Private,4670,15,SUV,0,0,No,1,0,,0,City
593790135,0,02-Apr-50,49,0,1,"£34,920","£162,084",Yes,M,Masters,Lawyer,23,Private,15750,1,Minivan,0,0,No,0,0,9,0,City
724864903,0,30-Oct-62,37,0,0,£0,£0,Yes,M,<High School,Student,26,Commercial,5200,1,Pickup,0,0,No,0,2274,1,1,City
493825994,3,11-Sep-54,45,4,17,"£19,421",£0,Yes,M,High School,Student,30,Commercial,6000,3,Pickup,0,0,No,0,0,13,0,Rural
505882905,0,08-Oct-68,31,1,9,"£54,009",£0,No,F,<High School,z_Blue Collar,27,Commercial,12780,9,Pickup,0,0,No,3,1283,,1,Rural
947019598,0,09-Aug-63,36,2,0,£0,£0,No,M,Bachelors,Student,66,Commercial,16450,1,Van,24681,2,No,6,0,10,0,Rural
351653868,0,06-Jan-59,40,0,0,£0,£0,Yes,M,Bachelors,Student,50,Commercial,18010,1,Minivan,0,0,No,1,494,6,1,City
321385526,0,03-Mar-57,42,0,10,"£75,013","£236,799",No,F,Masters,Lawyer,25,Private,15110,1,SUV,3928,1,No,0,3589,9,1,City
187505859,0,16-Nov-55,44,1,13,"£35,475","£167,115",Yes,M,High School,Clerical,26,Commercial,31770,6,Panel Truck,0,0,No,4,0,1,0,City
431008282,0,21-Sep-66,33,0,3,"£91,431",£0,No,M,<High School,z_Blue Collar,60,Commercial,26480,1,Panel Truck,0,0,No,0,0,1,0,Rural
245106044,0,20-Jul-58,41,0,11,"£96,880","£266,394",Yes,F,Bachelors,Professional,34,Private,21300,10,Pickup,0,0,No,1,0,5,0,City
669524768,1,21-Oct-55,44,2,10,"£53,245",£0,No,M,High School,z_Blue Collar,40,Commercial,11400,1,Pickup,0,0,No,2,0,8,0,Rural
53212074,0,25-Apr-67,32,1,11,"£34,660",£0,No,F,<High School,Clerical,18,Private,17590,9,SUV,13154,1,No,4,3801,7,1,City
524204662,0,05-Sep-45,54,0,13,"£66,334",£0,No,F,High School,z_Blue Collar,43,Commercial,13530,7,SUV,0,0,No,0,0,1,0,Rural
44554576,0,25-Apr-36,63,0,,,£0,Yes,F,High School,Home Maker,28,Private,9210,13,Sports Car,0,0,No,0,0,1,0,City
564608196,0,08-Sep-45,54,0,13,"£88,985","£221,007",Yes,F,Masters,Professional,15,Private,15800,3,SUV,0,0,No,0,0,1,0,City
973329537,0,18-Dec-51,47,0,0,£0,£0,Yes,M,<High School,Student,18,Private,6410,1,Pickup,0,0,No,0,0,6,0,City
23694586,0,01-May-49,50,0,13,"£22,784","£117,403",Yes,M,Masters,Lawyer,10,Private,13000,3,Minivan,0,0,No,0,0,10,0,City
405883680,0,05-Jun-72,27,3,15,"£29,008","£146,574",Yes,M,<High School,Clerical,76,Private,16500,1,Van,0,0,No,0,0,1,0,Rural
750731752,0,07-Feb-48,51,0,16,"£17,398","£168,623",Yes,M,Bachelors,Professional,7,Private,17010,13,Van,0,0,No,4,0,14,0,City
370916014,0,08-Nov-69,30,4,9,"£66,708","£211,214",Yes,F,Bachelors,Clerical,24,Private,11900,1,SUV,0,0,No,3,0,1,0,Rural
906017228,1,03-May-63,36,2,12,"£91,729","£310,113",No,F,Bachelors,Professional,26,Private,16220,1,SUV,8048,3,Yes,0,42924,1,1,City
748058141,1,03-Aug-59,40,2,0,£0,£0,No,F,Bachelors,Student,35,Commercial,5500,4,SUV,5784,1,No,4,0,7,0,Rural
363562624,0,26-Jan-61,38,3,9,"£67,053",£0,No,F,High School,z_Blue Collar,9,Commercial,13700,1,Sports Car,40315,3,Yes,3,0,5,0,Rural
566378781,0,24-Mar-68,31,4,0,£0,£0,No,F,Bachelors,Home Maker,53,Private,8880,7,SUV,0,0,No,0,0,6,0,City
711467735,0,07-Mar-44,55,0,12,"£43,293",£0,Yes,M,High School,Student,58,Commercial,27490,6,Panel Truck,0,0,No,0,0,6,0,Rural
936809990,0,10-Nov-59,40,0,14,"£42,420","£192,170",Yes,F,<High School,Clerical,20,Commercial,25200,6,Pickup,0,0,No,0,0,6,0,City
563821754,1,30-May-60,39,2,12,"£117,329",£0,No,M,Bachelors,Professional,38,Private,1910,7,Minivan,3486,2,No,8,4704,12,1,City
169908236,0,24-Feb-44,55,0,11,"£83,304","£242,235",Yes,M,Bachelors,Manager,41,Private,15330,1,Minivan,7238,3,No,3,3980,7,1,City
330594203,0,28-May-69,30,0,9,"£21,313","£140,921",Yes,M,High School,z_Blue Collar,52,Private,13120,6,Minivan,0,0,No,1,3262,6,1,Rural
455134311,0,28-Nov-60,38,3,13,"£33,219","£151,507",Yes,M,Masters,Lawyer,45,Private,15150,6,Minivan,0,0,No,0,0,17,0,City
592856852,0,20-Jul-46,53,0,14,"£97,958","£245,517",Yes,F,PhD,Doctor,35,Private,30730,10,Minivan,0,0,No,1,0,11,0,City
26115892,0,10-Jan-61,38,0,12,"£82,078","£226,103",Yes,F,Bachelors,z_Blue Collar,10,Commercial,10130,1,Minivan,33036,3,No,7,0,,0,Rural
347083568,1,23-Jun-63,36,2,0,£0,£0,No,F,High School,Home Maker,39,Private,8270,6,SUV,4765,2,No,6,3052,8,1,City
287386122,3,03-Jan-56,43,3,0,£0,£0,Yes,M,High School,Student,28,Private,5700,1,Pickup,0,0,No,3,5023,1,1,City
635884525,0,19-Jan-67,32,2,,"£71,791","£210,133",Yes,F,Bachelors,Professional,46,Private,15100,7,SUV,4430,2,No,5,0,12,0,City
613292149,0,05-Nov-48,51,0,9,"£69,551",£0,No,M,High School,z_Blue Collar,61,Commercial,6600,9,Pickup,0,0,No,1,5421,1,1,City
224980687,0,10-Jun-58,41,2,14,"£51,550","£165,053",No,M,Bachelors,Professional,31,Private,11930,6,Pickup,44702,2,No,3,0,5,0,City
978491576,0,01-Nov-50,49,0,12,,"£208,256",Yes,M,High School,z_Blue Collar,14,Commercial,11250,1,Pickup,0,0,No,3,0,1,0,City
720116173,0,13-Jan-55,44,3,17,"£49,098","£157,719",Yes,M,Bachelors,z_Blue Collar,34,Commercial,5900,1,Pickup,0,0,No,2,0,13,0,Rural
101684050,0,27-Dec-45,53,0,16,"£148,193","£436,694",Yes,F,Bachelors,Professional,31,Private,26200,1,Pickup,0,0,No,0,0,16,0,City
344024832,1,27-Aug-54,45,2,9,"£13,996",£0,Yes,F,Bachelors,Home Maker,41,Private,9630,3,SUV,49148,2,Yes,0,1883,8,1,City
990819709,0,18-Jan-47,52,0,7,"£94,024","£288,989",No,F,Bachelors,Professional,35,Commercial,35130,1,Van,0,0,No,0,0,9,0,City
858004139,0,30-Nov-49,49,0,14,"£97,447","£248,622",Yes,M,Masters,Manager,21,Private,18630,1,Minivan,0,0,No,1,0,15,0,City
921066817,2,18-Oct-56,43,2,9,"£23,382","£176,128",Yes,M,High School,Clerical,48,Private,13930,3,Minivan,0,0,No,0,0,11,0,City
146663597,0,25-Aug-49,50,0,8,,£0,No,F,Bachelors,Home Maker,40,Private,13810,6,Minivan,0,0,No,2,0,7,0,Rural
888953739,0,01-Mar-50,49,0,6,"£61,068",£0,No,M,High School,Professional,21,Private,14080,1,Minivan,0,0,Yes,0,6031,1,1,City
597130435,0,23-Mar-57,42,1,13,"£15,881","£138,917",Yes,F,High School,Student,18,Private,12850,6,SUV,3742,3,No,4,0,,0,City
770206094,0,09-Mar-46,53,0,9,"£47,793","£198,336",No,F,High School,Manager,30,Private,24120,11,Sports Car,0,0,No,0,1694,8,1,City
905343894,0,20-Jul-38,61,0,,"£56,210",£0,No,M,Masters,Lawyer,69,Private,17590,1,Van,7076,3,No,3,1359,15,1,City
457987162,0,17-Mar-54,45,0,,"£19,599","£133,827",No,F,Bachelors,Home Maker,44,Private,24580,10,SUV,0,0,No,1,0,1,0,Rural
154342859,0,12-Apr-70,29,3,13,,"£268,031",Yes,M,Bachelors,z_Blue Collar,48,Private,11190,6,Pickup,0,0,Yes,3,1700,9,1,City
495268398,0,15-Sep-42,57,0,13,"£53,329","£216,636",Yes,F,High School,z_Blue Collar,55,Commercial,7200,6,SUV,0,0,No,1,1773,1,1,City
557773366,0,07-Nov-50,49,0,12,"£70,688",£0,No,M,Masters,Lawyer,28,Private,12440,6,Minivan,0,0,No,3,0,19,0,City
458370058,0,31-Oct-59,40,0,10,"£73,600",£0,Yes,F,Masters,Professional,25,Private,5500,13,SUV,4238,3,No,8,0,20,0,City
303820012,0,10-Mar-49,50,0,12,"£60,927","£218,602",Yes,M,Masters,,26,Commercial,36320,1,Panel Truck,0,0,No,0,0,19,0,City
223206496,0,27-Oct-44,55,0,14,"£76,991","£206,776",Yes,M,Masters,Lawyer,19,Private,7000,10,Minivan,0,0,No,2,0,17,0,City
157369970,0,05-Aug-52,47,0,10,"£78,942","£236,808",Yes,F,Bachelors,z_Blue Collar,54,Private,5900,1,Sports Car,20847,2,Yes,0,0,6,0,City
29304624,0,29-Jul-33,66,2,10,,"£248,289",Yes,M,Bachelors,Professional,47,Private,15100,1,Minivan,0,0,No,2,0,,0,Rural
95561580,1,22-Mar-56,43,1,9,"£32,555","£142,683",Yes,M,High School,Clerical,5,Private,21040,9,Minivan,0,0,No,0,0,1,0,City
649479121,0,16-Jan-61,38,2,0,£0,"£67,480",Yes,F,High School,Home Maker,17,Private,13490,6,SUV,0,0,No,1,2852,8,1,City
312864789,0,04-Nov-52,47,0,14,"£14,096","£166,160",Yes,F,Bachelors,Clerical,5,Private,3790,8,SUV,7285,1,No,0,3171,20,1,City
433152167,0,27-Aug-57,42,0,10,"£61,419","£197,704",Yes,M,<High School,z_Blue Collar,6,Commercial,27380,1,Panel Truck,0,0,No,0,0,4,0,City
159942906,0,15-Dec-51,47,0,14,"£71,660","£223,307",Yes,F,Masters,Manager,22,Private,6200,6,SUV,1391,3,No,0,0,18,0,City
745862792,0,15-Jun-62,37,0,9,"£29,915","£122,823",No,F,Masters,Home Maker,48,Commercial,38300,4,Van,50724,1,No,0,0,1,0,City
572087028,0,12-Jan-55,44,0,10,"£175,284",£0,No,M,Masters,Lawyer,53,Private,17160,9,Minivan,0,0,No,1,0,1,0,City
907406700,0,11-Oct-63,36,0,0,£0,"£129,470",No,M,High School,Student,87,Commercial,13420,10,Minivan,0,0,No,0,0,10,0,Rural
599078035,0,04-Aug-61,38,0,10,"£21,147","£134,093",Yes,M,High School,z_Blue Collar,35,Commercial,7410,4,Pickup,0,0,No,0,0,6,0,City
643640971,0,18-Mar-48,51,0,11,"£31,498","£146,659",Yes,F,High School,Clerical,41,Private,20550,3,Sports Car,0,0,No,3,0,5,0,Rural
684620338,0,22-Jan-41,58,0,6,"£57,517",£0,No,M,Bachelors,Manager,22,Commercial,28740,1,Panel Truck,0,0,No,4,7017,12,1,City
766834856,0,09-Jan-41,58,0,6,"£57,454",£0,No,M,<High School,z_Blue Collar,27,Commercial,7300,1,Pickup,34123,2,Yes,0,8148,7,1,City
306178262,0,26-May-46,53,0,13,"£186,706","£469,076",Yes,F,Masters,Lawyer,43,Private,6800,1,SUV,0,0,Yes,0,0,13,0,City
831260007,0,01-Apr-64,35,0,10,"£106,581",£0,No,F,Bachelors,z_Blue Collar,40,Commercial,30080,1,Minivan,9185,1,No,0,12789,12,1,City
89577274,0,22-Apr-48,51,0,0,£0,"£88,975",Yes,F,High School,Home Maker,59,Private,1500,1,Sports Car,6745,3,No,0,5065,7,1,City
870071642,0,28-May-52,47,0,3,"£55,764","£160,697",Yes,F,Masters,Home Maker,30,Private,11780,4,SUV,0,0,No,0,0,19,0,Rural
775251807,0,21-Mar-52,47,0,11,"£72,156","£268,372",Yes,F,<High School,z_Blue Collar,39,Commercial,10800,1,SUV,4136,2,No,0,0,1,0,Rural
446435534,0,12-May-43,56,0,12,"£44,308",£0,No,M,<High School,z_Blue Collar,18,Commercial,5930,11,Pickup,977,3,No,2,4909,5,1,City
361377688,0,25-Dec-57,41,0,8,"£67,014",£0,No,M,Bachelors,Professional,39,Private,12300,1,Minivan,5101,2,No,3,0,5,0,City
869340125,0,29-Nov-59,39,0,9,"£55,771","£234,502",Yes,F,Masters,,7,Commercial,18540,6,Pickup,0,0,Yes,2,4768,10,1,City
720443111,0,16-Dec-55,43,1,0,£0,£0,Yes,F,High School,Student,31,Private,1500,4,Sports Car,9516,3,No,2,3053,8,1,Rural
159800187,3,26-Jan-61,38,3,11,"£85,100","£258,971",Yes,F,Masters,z_Blue Collar,34,Private,13810,1,Minivan,0,0,Yes,1,0,18,0,City
303882803,0,22-Oct-60,39,1,,"£111,240","£362,502",Yes,F,Bachelors,z_Blue Collar,56,Private,12620,6,SUV,0,0,No,0,0,6,0,City
839197157,0,03-Jan-60,39,0,11,"£59,995",£0,No,M,High School,Clerical,39,Private,9680,10,Pickup,0,0,No,0,0,6,0,Rural
521327225,0,20-Aug-58,41,0,12,"£201,242",£0,No,F,PhD,Doctor,17,Private,21730,1,SUV,0,0,No,2,0,14,0,City
263035171,0,25-Apr-54,45,2,16,"£49,089",£0,No,M,<High School,Clerical,40,Private,6000,13,Minivan,0,0,No,0,0,1,0,City
656685653,0,18-Nov-51,48,0,11,"£40,245",£0,No,F,<High School,z_Blue Collar,20,Private,19060,11,SUV,32687,1,No,3,0,7,0,City
659945192,0,21-Nov-54,44,2,9,"£26,455","£184,019",No,M,<High School,Clerical,38,Private,8040,10,Minivan,0,0,No,0,0,7,0,City
498721695,0,26-Sep-69,30,3,11,"£22,010","£138,911",Yes,F,<High School,Clerical,18,Private,10890,10,SUV,0,0,No,4,0,1,0,Rural
602299917,0,30-Nov-49,49,0,11,"£13,148","£156,329",No,M,<High School,z_Blue Collar,72,Private,15700,13,Minivan,29869,3,No,0,0,8,0,City
855046042,1,17-May-56,43,1,0,£0,£0,No,F,High School,Home Maker,12,Private,7400,1,SUV,0,0,No,0,0,7,0,Rural
894647001,0,30-Jun-60,39,2,13,"£17,015","£112,426",Yes,M,<High School,Clerical,57,Commercial,11330,6,Pickup,0,0,No,0,0,5,0,Rural
938950466,0,24-Dec-68,30,1,12,,£0,No,M,Masters,Manager,39,Private,19340,4,Van,1474,3,No,4,0,19,0,City
772821346,0,23-Jan-53,46,0,0,£0,"£82,223",Yes,F,<High School,Home Maker,24,Private,1500,1,SUV,0,0,No,0,0,1,0,Rural
306482388,0,23-Dec-74,24,2,10,,£0,No,F,High School,Student,38,Private,8230,13,Sports Car,1395,1,No,6,1409,7,1,Rural
716341380,0,12-Nov-60,39,0,11,"£22,613",£0,No,M,<High School,z_Blue Collar,23,Private,10940,7,Pickup,0,0,No,1,0,1,0,City
564361296,0,23-Dec-68,30,0,11,"£89,085",£0,No,M,High School,Manager,43,Private,30290,10,Minivan,44291,1,Yes,0,0,7,0,City
667292874,0,07-Apr-53,46,0,13,"£120,401","£344,675",Yes,M,Bachelors,z_Blue Collar,29,Commercial,23370,6,Panel Truck,35980,2,No,2,3149,10,1,City
809433095,0,11-Jul-48,51,0,11,"£61,666","£197,562",Yes,F,Bachelors,Manager,34,Private,14760,10,SUV,9227,2,No,7,0,11,0,City
869159171,0,03-Oct-38,61,0,17,"£25,525","£155,612",Yes,M,Bachelors,z_Blue Collar,16,Commercial,11060,1,SUV,30023,3,Yes,5,1289,6,1,City
677580632,0,12-Oct-44,55,0,14,"£145,735","£416,929",No,M,Masters,Lawyer,26,Private,8460,11,Pickup,0,0,No,2,0,15,0,City
712351644,0,26-Oct-65,34,1,11,"£4,273",£0,Yes,F,<High School,Student,20,Private,5330,6,SUV,2596,2,No,0,0,4,0,City
239997288,0,30-May-66,33,0,0,£0,£0,No,M,<High School,Student,49,Commercial,25280,3,Panel Truck,0,0,No,0,6409,11,1,City
341146533,0,18-Jul-57,42,3,12,"£53,904","£208,269",Yes,F,Bachelors,Professional,41,Private,19760,4,Sports Car,0,0,No,0,0,10,0,Rural
244270992,3,11-Jun-37,62,3,19,"£85,081",£0,No,F,Masters,Lawyer,19,Private,26420,17,Sports Car,9810,4,No,7,6661,18,1,City
751746887,0,30-Apr-50,49,0,13,"£147,455","£399,720",No,M,PhD,Manager,54,Private,33430,1,Minivan,0,0,Yes,0,0,22,0,City
349792595,0,21-Jul-50,49,0,14,"£46,209","£194,717",Yes,F,High School,Manager,7,Private,16970,3,SUV,0,0,No,2,0,1,0,City
606199659,0,11-Jan-60,39,0,0,£0,£0,No,M,Bachelors,Student,42,Private,12240,6,Minivan,5093,2,No,6,2712,,1,Rural
510752993,0,14-Jul-49,50,0,12,"£31,291","£195,927",No,F,High School,Clerical,14,Private,6500,4,SUV,3108,3,No,3,5401,1,1,City
113640659,0,12-May-52,47,0,12,"£53,320","£164,676",Yes,F,High School,Professional,29,Private,11530,1,Sports Car,4571,2,No,4,0,10,0,City
863719800,0,12-May-49,50,0,8,,"£162,005",Yes,F,Masters,Lawyer,16,Private,24510,7,Sports Car,7715,2,No,0,0,8,0,City
860465846,0,01-Jun-52,47,0,7,"£28,626",£0,No,F,High School,Clerical,56,Private,13680,6,SUV,0,0,No,4,27104,1,1,City
12685449,0,01-Apr-60,39,0,10,"£74,719",£0,No,M,Bachelors,Professional,46,Private,25760,10,Minivan,4094,1,No,2,4742,12,1,City
704558578,0,02-Mar-60,39,1,0,£0,£0,No,F,Bachelors,Student,31,Commercial,5400,3,Sports Car,0,0,No,1,5273,10,1,City
535621156,0,18-Jan-49,50,0,8,"£91,494","£277,401",Yes,F,Masters,Professional,40,Private,24790,6,SUV,5398,3,No,0,0,,0,Rural
492343813,0,31-Jul-50,49,0,14,"£39,193","£182,330",Yes,M,Masters,Lawyer,32,Private,10320,1,Minivan,0,0,No,0,0,17,0,Rural
232977644,0,18-Mar-43,56,0,9,"£61,964","£255,547",Yes,F,High School,Manager,40,Private,34480,4,Sports Car,0,0,No,0,0,1,0,City
970111737,0,04-Jun-66,33,4,16,"£24,396","£89,343",Yes,M,<High School,Student,50,Commercial,9310,1,Pickup,0,0,No,4,0,9,0,City
659430374,0,17-Aug-44,55,0,14,"£30,559","£200,410",Yes,M,<High School,z_Blue Collar,37,Private,12700,10,Minivan,0,0,No,0,0,4,0,Rural
865577521,0,04-Jul-64,35,0,6,"£77,556",£0,No,M,Bachelors,z_Blue Collar,18,Commercial,26810,14,Panel Truck,1249,2,No,0,1530,7,1,City
